Column1,schid,schname,distid,dist,city,county,type,District Type,low,PSAE
80,3.30E+14,Abingdon High School,3.30E+14,Abingdon CUSD 217,Abingdon,Knox,HIGH SCHOOL,Non Chicago School,27.5,35.9
81,4.60E+14,A-C Central High School,4.60E+14,A-C Central CUSD 262,Ashland,Cass,HIGH SCHOOL,Non Chicago School,17.3,62.4
82,3.40E+14,Adlai E Stevenson High School,3.40E+14,Adlai E Stevenson HSD 125,Lincolnshire,Lake,HIGH SCHOOL,Non Chicago School,0.9,86.5
83,4.41E+14,Alden-Hebron High School,4.41E+14,Alden Hebron SD 19,Hebron,McHenry,HIGH SCHOOL,Non Chicago School,4.4,69.9
84,2.71E+14,Aledo High School,2.71E+14,Aledo CUSD 201,Aledo,Mercer,HIGH SCHOOL,Non Chicago School,13.3,55
85,2.71E+14,ALEXIS HIGH SCHOOL,2.71E+14,ALEXIS C U SCH DIST 400,ALEXIS,WARREN,HIGH SCHOOL,Non Chicago School,10.1,63.7
86,3.03E+13,Altamont High School,3.03E+13,Altamont CUSD 10,Altamont,Effingham,HIGH SCHOOL,Non Chicago School,22.5,66.7
87,4.11E+14,Alton High School,4.11E+14,Alton CUSD 11,Alton,Madison,HIGH SCHOOL,Non Chicago School,27.8,53.3
88,2.80E+14,AlWoodMiddle/High School,2.80E+14,AlWood CUSD 225,Woodhull,Henry,HIGH SCHOOL,Non Chicago School,21.2,66.7
89,4.71E+14,Amboy High School,4.71E+14,Amboy CUSD 272,Amboy,Lee,HIGH SCHOOL,Non Chicago School,15.6,60.3
90,2.09E+13,Anna-Jonesboro High School,2.09E+13,Anna Jonesboro CHSD 81,Anna,Union,HIGH SCHOOL,Non Chicago School,27.7,53.1
91,2.80E+14,Annawan High School,2.80E+14,Annawan CUSD 226,Annawan,Henry,HIGH SCHOOL,Non Chicago School,12.5,69
92,1.10E+14,Arcola High School,1.10E+14,Arcola CUSD 306,Arcola,Douglas,HIGH SCHOOL,Non Chicago School,11.7,55.4
93,3.91E+14,Argenta-Oreana High School,3.91E+14,Argenta-Oreana CUSD 1,Argenta,Macon,HIGH SCHOOL,Non Chicago School,12.5,53.5
94,7.02E+13,Argo Community High School,7.02E+13,Argo CHSD 217,Summit,Cook,HIGH SCHOOL,Non Chicago School,38.4,48.5
95,5.41E+14,Armstrong High School,5.41E+14,Armstrong Twp HSD 225,Armstrong,Vermilion,HIGH SCHOOL,Non Chicago School,19.9,60.6
96,1.10E+14,Arthur-Lovington High School,1.10E+14,Arthur CUSD 305,Arthur,Douglas,HIGH SCHOOL,Non Chicago School,11.9,65.8
97,4.71E+14,Ashton-Franklin Center HS,4.71E+14,Ashton-Franklin Center CUSD 275,Ashton,Lee,HIGH SCHOOL,Non Chicago School,26.3,53.9
98,2.20E+14,Astoria High School,2.20E+14,Astoria CUSD 1,Astoria,Fulton,HIGH SCHOOL,Non Chicago School,16.3,45
99,3.81E+14,Athens Sr High School,3.81E+14,Athens CUSD 213,Athens,Menard,HIGH SCHOOL,Non Chicago School,12.2,60
100,3.91E+14,Atwood Hammond High School,3.91E+14,Atwood Hammond CUSD 39,Atwood,Piatt,HIGH SCHOOL,Non Chicago School,30.4,58.8
101,5.11E+14,Auburn High School,5.11E+14,Auburn CUSD 10,Auburn,Sangamon,HIGH SCHOOL,Non Chicago School,20.4,57.6
102,3.10E+14,East High School,3.10E+14,Aurora East USD 131,Aurora,Kane,HIGH SCHOOL,Non Chicago School,45.5,33
103,3.10E+14,West Aurora High School,3.10E+14,Aurora West USD 129,Aurora,Kane,HIGH SCHOOL,Non Chicago School,14.5,54
104,2.20E+14,Avon Sr High School,2.20E+14,Avon CUSD 176,Avon,Fulton,HIGH SCHOOL,Non Chicago School,39.1,62.2
105,5.11E+14,Glenwood High School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,HIGH SCHOOL,Non Chicago School,4.6,63.6
106,3.40E+14,Barrington High School,3.40E+14,Barrington CUSD 220,Barrington,Lake,HIGH SCHOOL,Non Chicago School,11.9,78.5
107,1.08E+13,BARRY HIGH SCHOOL,1.08E+13,BARRY CUSD 1,BARRY,PIKE,HIGH SCHOOL,Non Chicago School,26.1,46.1
108,3.10E+14,Batavia Sr High School,3.10E+14,Batavia USD 101,Batavia,Kane,HIGH SCHOOL,Non Chicago School,5,73.6
109,4.60E+14,Beardstown Jr/Sr High School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,HIGH SCHOOL,Non Chicago School,49.7,36.7
110,3.03E+13,Beecher City Jr-Sr High School,3.03E+13,Beecher City CUSD 20,Beecher City,Effingham,HIGH SCHOOL,Non Chicago School,23.4,51.3
111,56099200U260001,Beecher High School,56099200U260000,Beecher CUSD 200U,Beecher,Will,HIGH SCHOOL,Non Chicago School,3,70.6
112,5.01E+14,Belleville High School-East,5.01E+14,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,Non Chicago School,20.7,65
113,5.01E+14,Belleville High School-West,5.01E+14,Belleville Twp HSD 201,Belleville,Saint Clair,HIGH SCHOOL,Non Chicago School,24.7,55.1
114,4.00E+13,Belvidere High School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,HIGH SCHOOL,Non Chicago School,18.1,56.1
115,3.91E+14,Bement High School,3.91E+14,Bement CUSD 5,Bement,Piatt,HIGH SCHOOL,Non Chicago School,20.3,50.6
116,2.10E+14,Benton Cons High School,2.10E+14,Benton Cons HSD 103,Benton,Franklin,HIGH SCHOOL,Non Chicago School,40.3,45.3
117,4.11E+14,Civic Memorial High School,4.11E+14,Bethalto CUSD 8,Bethalto,Madison,HIGH SCHOOL,Non Chicago School,7.9,53.4
118,5.41E+14,Bismarck-Henning High School,5.41E+14,Bismarck Henning CUSD 1,Bismarck,Vermilion,HIGH SCHOOL,Non Chicago School,13.8,55
119,7.02E+13,Bloom Trail High School,7.02E+13,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,Non Chicago School,42.3,31.7
120,7.02E+13,Bloom High School,7.02E+13,Bloom Twp HSD 206,Chicago Heights,Cook,HIGH SCHOOL,Non Chicago School,53.5,30.7
121,1.71E+14,Bloomington High School,1.71E+14,Bloomington SD 87,Bloomington,McLean,HIGH SCHOOL,Non Chicago School,33.5,57.7
122,1.70E+14,Blue Ridge High School,1.70E+14,Blue Ridge CUSD 18,Farmer City,Dewitt,HIGH SCHOOL,Non Chicago School,22.5,62.5
123,3.00E+13,Bond Cty Comm Unit 2 High School,3.00E+13,Bond County CUSD 2,Greenville,Bond,HIGH SCHOOL,Non Chicago School,16,59.3
124,3.20E+14,Bradley-Bourbonnais C High School,3.20E+14,Bradley Bourbonnais CHSD 307,Bradley,Kankakee,HIGH SCHOOL,Non Chicago School,13.4,56.6
125,7.02E+13,Oak Forest High School,7.02E+13,Bremen CHSD 228,Oak Forest,Cook,HIGH SCHOOL,Non Chicago School,7.3,62.5
126,7.02E+13,Tinley Park High School,7.02E+13,Bremen CHSD 228,Tinley Park,Cook,HIGH SCHOOL,Non Chicago School,17.1,56.7
127,7.02E+13,Bremen High School,7.02E+13,Bremen CHSD 228,Midlothian,Cook,HIGH SCHOOL,Non Chicago School,22.6,56.4
128,7.02E+13,Hillcrest High School,7.02E+13,Bremen CHSD 228,Country Club Hill,Cook,HIGH SCHOOL,Non Chicago School,31.2,39.6
129,4.81E+14,Brimfield High School,4.81E+14,Brimfield CUSD 309,Brimfield,Peoria,HIGH SCHOOL,Non Chicago School,6.9,63.6
130,5.01E+14,Lovejoy Technology Academy,5.01E+14,Brooklyn UD 188,Lovejoy,Saint Clair,HIGH SCHOOL,Non Chicago School,94.7,7.3
131,4.60E+14,Brown County High School,4.60E+14,Brown County CUSD 1,Mount Sterling,Brown,HIGH SCHOOL,Non Chicago School,4.5,37
132,3.03E+13,Brownstown High School,3.03E+13,Brownstown CUSD 201,Brownstown,Fayette,HIGH SCHOOL,Non Chicago School,20.4,51.9
133,4.00E+14,Brussels High School,4.00E+14,Brussels CUSD 42,Brussels,Calhoun,HIGH SCHOOL,Non Chicago School,0,43.3
134,4.01E+14,Bunker Hill High School,4.01E+14,Bunker Hill CUSD 8,Bunker Hill,Macoupin,HIGH SCHOOL,Non Chicago School,21.2,46.1
135,2.80E+14,Bureau Valley High School,2.80E+14,Bureau Valley CUSD 340,Manlius,Bureau,HIGH SCHOOL,Non Chicago School,28.4,51.2
136,2.61E+14,Bushnell-Prairie City High Sch,2.61E+14,Bushnell Prairie City CUSD 170,Bushnell,McDonough,HIGH SCHOOL,Non Chicago School,28.3,45.7
137,4.71E+14,Byron High School 9-12,4.71E+14,Byron CUSD 226,Byron,Ogle,HIGH SCHOOL,Non Chicago School,9.7,75.5
138,5.01E+14,Cahokia High School,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,HIGH SCHOOL,Non Chicago School,71,22.6
139,50082187026201C,Fort Bowman Academy Charter Sch*,5.01E+14,Cahokia CUSD 187,Cahokia,Saint Clair,CHARTER SCH,Non Chicago School,29.1,31.4
140,2.00E+13,Cairo Jr/Sr High School,2.00E+13,Cairo USD 1,Cairo,Alexander,HIGH SCHOOL,Non Chicago School,84.6,11
141,4.00E+14,Calhoun High School,4.00E+14,Calhoun CUSD 40,Hardin,Calhoun,HIGH SCHOOL,Non Chicago School,20.5,47.9
142,2.80E+14,Cambridge Jr/Sr High School,2.80E+14,Cambridge CUSD 227,Cambridge,Henry,HIGH SCHOOL,Non Chicago School,15.8,57.7
143,2.20E+14,Canton High School,2.20E+14,Canton Union SD 66,Canton,Fulton,HIGH SCHOOL,Non Chicago School,31.3,51.9
144,3.00E+14,Carbondale Comm H S,3.00E+14,Carbondale CHSD 165,Carbondale,Jackson,HIGH SCHOOL,Non Chicago School,29.6,66.5
145,4.01E+14,Carlinville High School,4.01E+14,Carlinville CUSD 1,Carlinville,Macoupin,HIGH SCHOOL,Non Chicago School,20.2,69.8
146,1.30E+14,Carlyle High School,1.30E+14,Carlyle CUSD 1,Carlyle,Clinton,HIGH SCHOOL,Non Chicago School,20.3,49.9
147,2.01E+14,Carmi-White County High School,2.01E+14,Carmi-White County CUSD 5,Carmi,White,HIGH SCHOOL,Non Chicago School,26.5,52.7
148,2.01E+14,Carrier Mills-Stonefort H S,2.01E+14,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,HIGH SCHOOL,Non Chicago School,61.1,43.9
149,4.00E+14,Carrollton High School,4.00E+14,Carrollton CUSD 1,Carrollton,Greene,HIGH SCHOOL,Non Chicago School,24.8,59.7
150,2.11E+14,Carterville High School,2.11E+14,Carterville CUSD 5,Carterville,Williamson,HIGH SCHOOL,Non Chicago School,17.4,70.7
151,2.60E+14,CARTHAGE HIGH SCHOOL,2.60E+14,CARTHAGE CUSD 338,CARTHAGE,HANCOCK,HIGH SCHOOL,Non Chicago School,21.8,49.8
152,11012004C260001,Casey-Westfield Jr/Sr HS,11012004C260000,Casey-Westfield CUSD 4C,Casey,Clark,HIGH SCHOOL,Non Chicago School,30.2,41.3
153,5.41E+14,Catlin High School,5.41E+14,Catlin CUSD 5,Catlin,Vermilion,HIGH SCHOOL,Non Chicago School,9.4,46.8
154,1.11E+14,Central A & M High School,1.11E+14,Central A & M CUD 21,Moweaqua,Shelby,HIGH SCHOOL,Non Chicago School,24.8,63.7
155,1.30E+14,Central Comm High School,1.30E+14,Central CHSD 71,Breese,Clinton,HIGH SCHOOL,Non Chicago School,16.4,61.6
156,1.00E+13,Central High School,1.00E+13,Central CUSD 3,Camp Point,Adams,HIGH SCHOOL,Non Chicago School,27.5,53.8
157,3.10E+14,Central High School,3.10E+14,Central CUSD 301,Burlington,Kane,HIGH SCHOOL,Non Chicago School,0.9,67.6
158,3.20E+14,Central High School,3.20E+14,Central CUSD 4,Clifton,Iroquois,HIGH SCHOOL,Non Chicago School,13.8,53.1
159,1.31E+14,Centralia High School,1.31E+14,Centralia HSD 200,Centralia,Marion,HIGH SCHOOL,Non Chicago School,42.5,51.9
160,2.08E+13,Century Jr/Sr High School,2.08E+13,Century CUSD 100,Ullin,Pulaski,HIGH SCHOOL,Non Chicago School,79.3,44.7
161,3.91E+14,Cerro Gordo High School,3.91E+14,Cerro Gordo CUSD 100,Cerro Gordo,Piatt,HIGH SCHOOL,Non Chicago School,10.9,59.5
162,8.01E+13,Milledgeville High School,8.01E+13,Chadwick-Milledgeville CUSD 399,Milledgeville,Carroll,HIGH SCHOOL,Non Chicago School,13.4,63.9
163,9.01E+13,Central High School,9.01E+13,Champaign CUSD 4,Champaign,Champaign,HIGH SCHOOL,Non Chicago School,26.5,59.3
164,9.01E+13,Centennial High School,9.01E+13,Champaign CUSD 4,Champaign,Champaign,HIGH SCHOOL,Non Chicago School,16,70.6
165,1.10E+14,Charleston High School,1.10E+14,Charleston CUSD 1,Charleston,Coles,HIGH SCHOOL,Non Chicago School,20.1,57.2
166,1.71E+14,CHENOA HIGH SCHOOL,1.71E+14,CHENOA C U SCHOOL DISTRICT 9,CHENOA,MCLEAN,HIGH SCHOOL,Non Chicago School,28.6,35.4
167,4.51E+14,Chester High School,4.51E+14,Chester CUSD 139,Chester,Randolph,HIGH SCHOOL,Non Chicago School,20.3,56.1
168,2.10E+14,Christopher High,2.10E+14,Christopher USD 99,Christopher,Franklin,HIGH SCHOOL,Non Chicago School,35.4,41.3
169,3.40E+14,Antioch Comm High School,3.40E+14,CHSD 117,Antioch,Lake,HIGH SCHOOL,Non Chicago School,6.3,56.7
170,3.40E+14,Libertyville High School,3.40E+14,CHSD 128,Libertyville,Lake,HIGH SCHOOL,Non Chicago School,2.5,84.1
171,3.40E+14,Vernon Hills High School,3.40E+14,CHSD 128,Vernon Hills,Lake,HIGH SCHOOL,Non Chicago School,1.6,75.9
172,4.41E+14,Cary-Grove Community High School,4.41E+14,CHSD 155,Cary,McHenry,HIGH SCHOOL,Non Chicago School,4.6,73.4
173,4.41E+14,Prairie Ridge High School,4.41E+14,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,Non Chicago School,1.1,70.8
174,4.41E+14,Crystal Lake South High School,4.41E+14,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,Non Chicago School,2.1,66.1
175,4.41E+14,Crystal Lake Central High School,4.41E+14,CHSD 155,Crystal Lake,McHenry,HIGH SCHOOL,Non Chicago School,8.1,69.3
176,7.02E+13,A B Shepard High Sch (Campus),7.02E+13,CHSD 218,Palos Heights,Cook,HIGH SCHOOL,Non Chicago School,24.2,56.8
177,7.02E+13,H L Richards High Sch(Campus),7.02E+13,CHSD 218,Oak Lawn,Cook,HIGH SCHOOL,Non Chicago School,26.1,55.8
178,7.02E+13,DD Eisenhower High Sch (Campus),7.02E+13,CHSD 218,Blue Island,Cook,HIGH SCHOOL,Non Chicago School,53.3,44.9
179,1.90E+14,Community High School,1.90E+14,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,Non Chicago School,21.4,64.3
180,1.90E+14,Comm H S Dist 99 - North H S,1.90E+14,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,Non Chicago School,6.2,73.9
181,1.90E+14,Comm H S Dist 99 - South High Sch,1.90E+14,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,Non Chicago School,9.3,68.6
182,3.20E+14,Cissna Park Sr High School,3.20E+14,Cissna Park CUSD 6,Cissna Park,Iroquois,HIGH SCHOOL,Non Chicago School,8.5,71.1
183,1.20E+14,Clay City High School,1.20E+14,Clay City CUSD 10,Clay City,Clay,HIGH SCHOOL,Non Chicago School,25.7,50.7
184,1.70E+14,Clinton High School,1.70E+14,Clinton CUSD 15,Clinton,Dewitt,HIGH SCHOOL,Non Chicago School,22,56.2
185,2.40E+14,Coal City High School,2.40E+14,Coal City CUSD 1,Coal City,Grundy,HIGH SCHOOL,Non Chicago School,11.4,59
186,2.09E+13,Cobden High School,2.09E+13,Cobden SUD 17,Cobden,Union,HIGH SCHOOL,Non Chicago School,23.8,46
187,4.11E+14,Collinsville High School,4.11E+14,Collinsville CUSD 10,Collinsville,Madison,HIGH SCHOOL,Non Chicago School,19.7,47.9
188,4.51E+14,Columbia High School,4.51E+14,Columbia CUSD 4,Columbia,Monroe,HIGH SCHOOL,Non Chicago School,3.2,66.8
189,7.02E+13,Victor J Andrew High School,7.02E+13,Cons HSD 230,Orland Hills,Cook,HIGH SCHOOL,Non Chicago School,3.6,66.3
190,7.02E+13,Carl Sandburg High School,7.02E+13,Cons HSD 230,Orland Park,Cook,HIGH SCHOOL,Non Chicago School,2.9,69.4
191,7.02E+13,Amos Alonzo Stagg High School,7.02E+13,Cons HSD 230,Palos Hills,Cook,HIGH SCHOOL,Non Chicago School,9.1,64
192,4.41E+14,Huntley High School,4.41E+14,Cons SD 158,Huntley,McHenry,HIGH SCHOOL,Non Chicago School,4.2,58.6
193,4.51E+14,Coulterville High School,4.51E+14,Coulterville USD 1,Coulterville,Randolph,HIGH SCHOOL,Non Chicago School,25.7,44.3
194,4.10E+13,South Beloit Sr High School,4.10E+13,County of Winnebago SD 320,South Beloit,Winnebago,HIGH SCHOOL,Non Chicago School,39.3,43.9
195,4.31E+14,Metamora High School,4.31E+14,County of Woodford School,Metamora,Woodford,HIGH SCHOOL,Non Chicago School,10.5,68.4
196,11087003A260001,Cowden-Herrick Jr/Sr High School,11087003A260000,Cowden-Herrick CUSD 3A,Cowden,Shelby,HIGH SCHOOL,Non Chicago School,45.7,54.4
197,2.11E+14,Crab Orchard High School,2.11E+14,Crab Orchard CUSD 3,Marion,Williamson,HIGH SCHOOL,Non Chicago School,23.3,48.2
198,3.20E+14,CRESCENT-IROQUOIS HIGH SCHOOL,3.20E+14,CRESCENT IROQUOIS COMM DIST 252,CRESCENT CITY,IROQUOIS,HIGH SCHOOL,Non Chicago School,20.3,54.7
199,56099201U260001,Crete-Monee High School,56099201U260000,Crete Monee CUSD 201U,Crete,Will,HIGH SCHOOL,Non Chicago School,39.5,44.2
200,1.10E+14,Cumberland High School,1.10E+14,Cumberland CUSD 77,Toledo,Cumberland,HIGH SCHOOL,Non Chicago School,18.8,56.1
201,1.90E+14,Wheaton North High School,1.90E+14,CUSD 200,Wheaton,Dupage,HIGH SCHOOL,Non Chicago School,13.8,74.1
202,1.90E+14,Wheaton Warrenville South H S,1.90E+14,CUSD 200,Wheaton,Dupage,HIGH SCHOOL,Non Chicago School,7.1,75.5
203,1.90E+14,Westmont High School,1.90E+14,CUSD 201,Westmont,Dupage,HIGH SCHOOL,Non Chicago School,18.2,62.3
204,2.20E+14,Cuba Sr High School,2.20E+14,CUSD 3 Fulton County,Cuba,Fulton,HIGH SCHOOL,Non Chicago School,25.9,42
205,3.10E+14,Harry D Jacobs High School,3.10E+14,CUSD 300,Algonquin,Kane,HIGH SCHOOL,Non Chicago School,5,62.3
206,3.10E+14,Hampshire High School,3.10E+14,CUSD 300,Hampshire,Kane,HIGH SCHOOL,Non Chicago School,4.7,62.3
207,3.10E+14,Dundee-Crown High School,3.10E+14,CUSD 300,Carpentersville,Kane,HIGH SCHOOL,Non Chicago School,32.2,49.3
208,1.00E+13,Unity High School,1.00E+13,CUSD 4,Mendon,Adams,HIGH SCHOOL,Non Chicago School,14.5,61.2
209,8.09E+13,Dakota Jr Sr High School,8.09E+13,Dakota CUSD 201,Dakota,Stephenson,HIGH SCHOOL,Non Chicago School,9.7,59.5
210,5.41E+14,Danville High School,5.41E+14,Danville CCSD 118,Danville,Vermilion,HIGH SCHOOL,Non Chicago School,39.3,53.1
211,3.91E+14,MacArthur High School,3.91E+14,Decatur SD 61,Decatur,Macon,HIGH SCHOOL,Non Chicago School,49.7,49.7
212,3.91E+14,Eisenhower High School,3.91E+14,Decatur SD 61,Decatur,Macon,HIGH SCHOOL,Non Chicago School,62,37.5
213,5.31E+14,Dee-Mack High School,5.31E+14,Deer Creek-Mackinaw CUSD 701,Mackinaw,Tazewell,HIGH SCHOOL,Non Chicago School,8.6,67.6
214,1.60E+14,De Kalb High School,1.60E+14,DeKalb CUSD 428,Dekalb,Dekalb,HIGH SCHOOL,Non Chicago School,21.5,65
215,3.91E+14,Deland-Weldon High School,3.91E+14,Deland-Weldon CUSD 57,De Land,Piatt,HIGH SCHOOL,Non Chicago School,28.3,59
216,5.31E+14,Delavan High School,5.31E+14,Delavan CUSD 703,Delavan,Tazewell,HIGH SCHOOL,Non Chicago School,13,63.2
217,2.80E+14,DePue High School,2.80E+14,DePue USD 103,DePue,Bureau,HIGH SCHOOL,Non Chicago School,68.8,47
218,3.03E+13,Dieterich Jr/Sr High School,3.03E+13,Dieterich CUSD 30,Dieterich,Effingham,HIGH SCHOOL,Non Chicago School,23,56.7
219,5.11E+14,DIVERNON HIGH SCHOOL,5.11E+14,DIVERNON CUSD 13,DIVERNON,SANGAMON,HIGH SCHOOL,Non Chicago School,7.8,48.6
220,4.71E+14,Dixon High School,4.71E+14,Dixon USD 170,Dixon,Lee,HIGH SCHOOL,Non Chicago School,21.6,58.8
221,2.09E+13,Dongola High School,2.09E+13,Dongola USD 66,Dongola,Union,HIGH SCHOOL,Non Chicago School,85.9,44.5
222,3.20E+14,Donovan Sr High School,3.20E+14,Donovan CUSD 3,Donovan,Iroquois,HIGH SCHOOL,Non Chicago School,4.4,53.1
223,4.81E+14,Dunlap High School,4.81E+14,Dunlap CUSD 323,Dunlap,Peoria,HIGH SCHOOL,Non Chicago School,2.7,79.4
224,1.90E+14,Willowbrook High School,1.90E+14,DuPage HSD 88,Villa Park,Dupage,HIGH SCHOOL,Non Chicago School,16.3,60.4
225,1.90E+14,Addison Trail High School,1.90E+14,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,Non Chicago School,21.6,57.2
226,5.01E+14,Dupo High School,5.01E+14,Dupo CUSD 196,Dupo,Saint Clair,HIGH SCHOOL,Non Chicago School,22.7,50.4
227,3.01E+14,Duquoin High School,3.01E+14,Duquoin CUSD 300,Du Quoin,Perry,HIGH SCHOOL,Non Chicago School,45.6,49.1
228,4.10E+13,Durand High School,4.10E+13,Durand CUSD 322,Durand,Winnebago,HIGH SCHOOL,Non Chicago School,15.3,55.1
229,1.71E+14,Dwight High School,1.71E+14,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,Non Chicago School,3.5,61.8
230,3.51E+14,Earlville Jr/Sr High School,3.51E+14,Earlville CUSD 9,Earlville,La Salle,HIGH SCHOOL,Non Chicago School,14.9,51.4
231,4.11E+14,East Alton-Wood River High Sch,4.11E+14,East Alton-Wood River CHSD 14,Wood River,Madison,HIGH SCHOOL,Non Chicago School,36.6,39
232,8.04E+13,East Dubuque High School,8.04E+13,East Dubuque USD 119,East Dubuque,Jo Daviess,HIGH SCHOOL,Non Chicago School,15.3,59.1
233,5.31E+14,East Peoria High School,5.31E+14,East Peoria CHSD 309,East Peoria,Tazewell,HIGH SCHOOL,Non Chicago School,21.9,50.8
234,1.21E+14,East Richland High School,1.21E+14,East Richland CUSD 1,Olney,Richland,HIGH SCHOOL,Non Chicago School,28.1,58.2
235,50082189022001C,SIU Charter Sch of East St Louis*,5.01E+14,East St Louis SD 189,East Saint Louis,Saint Clair,CHARTER SCH,Non Chicago School,76.5,4.5
236,5.01E+14,East St Louis Senior High School,5.01E+14,East St Louis SD 189,East Saint Louis,Saint Clair,HIGH SCHOOL,Non Chicago School,96.9,14.1
237,50082189022002C,Tomorrows Builders Charter Schl*,5.01E+14,East St Louis SD 189,East Saint Louis,Saint Clair,CHARTER SCH,Non Chicago School,100,0
238,8.01E+13,Eastland Jr/Sr High School,8.01E+13,Eastland CUSD 308,Lanark,Carroll,HIGH SCHOOL,Non Chicago School,11.9,62.5
239,1.10E+14,Chrisman High School,1.10E+14,Edgar County CUD 6,Chrisman,Edgar,HIGH SCHOOL,Non Chicago School,11,60
240,1.00E+14,Edinburg High School,1.00E+14,Edinburg CUSD 4,Edinburg,Christian,HIGH SCHOOL,Non Chicago School,17.4,46.4
241,2.00E+14,Edwards County High School,2.00E+14,Edwards County CUSD 1,Albion,Edwards,HIGH SCHOOL,Non Chicago School,20,53.3
