Column1,schid,schname,distid,dist,city,county,type,District Type,low,PSAE
242,4.11E+14,Edwardsville High School,4.11E+14,Edwardsville CUSD 7,Edwardsville,Madison,HIGH SCHOOL,Non Chicago School,8.8,63.2
243,3.03E+13,Effingham High School,3.03E+13,Effingham CUSD 40,Effingham,Effingham,HIGH SCHOOL,Non Chicago School,10.5,61.8
244,2.00E+13,Egyptian Sr High School,2.00E+13,Egyptian CUSD 5,Tamms,Alexander,HIGH SCHOOL,Non Chicago School,70.5,40
245,4.31E+14,El Paso-Gridley High School,4.31E+14,El Paso-Gridley CUSD 11,El Paso,Woodford,HIGH SCHOOL,Non Chicago School,14.9,54.6
246,2.01E+14,Eldorado High School,2.01E+14,Eldorado CUSD 4,Eldorado,Saline,HIGH SCHOOL,Non Chicago School,37.4,40
247,1.90E+14,York Comm High School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,HIGH SCHOOL,Non Chicago School,5.3,72.1
248,4.81E+14,Elmwood High School,4.81E+14,Elmwood CUSD 322,Elmwood,Peoria,HIGH SCHOOL,Non Chicago School,15.6,66.3
249,6.02E+13,Elmwood Park High School,6.02E+13,Elmwood Park CUSD 401,Elmwood Park,Cook,HIGH SCHOOL,Non Chicago School,12.6,50.7
250,3.00E+14,Elverado High School,3.00E+14,Elverado CUSD 196,Elkville,Jackson,HIGH SCHOOL,Non Chicago School,58.5,40.7
251,5.51E+14,Erie High School,5.51E+14,Erie CUSD 1,Erie,Whiteside,HIGH SCHOOL,Non Chicago School,9,62.8
252,4.31E+14,Eureka High School,4.31E+14,Eureka CUD 140,Eureka,Woodford,HIGH SCHOOL,Non Chicago School,8.8,68.2
253,5.02E+13,Evanston Twp High School,5.02E+13,Evanston Twp HSD 202,Evanston,Cook,HIGH SCHOOL,Non Chicago School,31.3,64.1
254,7.02E+13,Evergreen Park High School,7.02E+13,Evergreen Park CHSD 231,Evergreen Park,Cook,HIGH SCHOOL,Non Chicago School,10.2,53.6
255,2.01E+14,Fairfield Comm High School,2.01E+14,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,Non Chicago School,22.9,48.5
256,4.81E+14,Farmington Central High Sch,4.81E+14,Farmington Central CUSD 265,Farmington,Peoria,HIGH SCHOOL,Non Chicago School,15.4,59.3
257,1.90E+14,Fenton High School,1.90E+14,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,Non Chicago School,17.7,49.4
258,4.31E+14,Fieldcrest High School,4.31E+14,Fieldcrest CUSD 6,Minonk,Woodford,HIGH SCHOOL,Non Chicago School,16.2,56.4
259,9.01E+13,Fisher Jr/Sr High School,9.01E+13,Fisher CUSD 1,Fisher,Champaign,HIGH SCHOOL,Non Chicago School,13,70.9
260,1.71E+14,Flanagan High School,1.71E+14,Flanagan CUSD 4,Flanagan,Livingston,HIGH SCHOOL,Non Chicago School,13.5,54.1
261,1.20E+14,Flora High School,1.20E+14,Flora CUSD 35,Flora,Clay,HIGH SCHOOL,Non Chicago School,23,60.8
262,4.71E+14,Forreston Jr/Sr High Sch,4.71E+14,Forrestville Valley CUSD 221,Forreston,Ogle,HIGH SCHOOL,Non Chicago School,17.5,61.8
263,2.10E+14,Frankfort Comm High School,2.10E+14,Frankfort CUSD 168,West Frankfort,Franklin,HIGH SCHOOL,Non Chicago School,29,50.1
264,4.61E+14,Franklin Jr/Sr High School,4.61E+14,Franklin CUSD 1,Franklin,Morgan,HIGH SCHOOL,Non Chicago School,20.1,61.9
265,5.01E+14,Freeburg Community High Sch,5.01E+14,Freeburg CHSD 77,Freeburg,Saint Clair,HIGH SCHOOL,Non Chicago School,4.8,64.4
266,8.09E+13,Freeport High School,8.09E+13,Freeport SD 145,Freeport,Stephenson,HIGH SCHOOL,Non Chicago School,35.4,50.4
267,2.01E+14,Galatia High School,2.01E+14,Galatia CUSD 1,Galatia,Saline,HIGH SCHOOL,Non Chicago School,30.2,60.9
268,8.04E+13,Galena High School,8.04E+13,Galena USD 120,Galena,Jo Daviess,HIGH SCHOOL,Non Chicago School,10.4,57.6
269,3.30E+14,Galesburg High School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,HIGH SCHOOL,Non Chicago School,38.8,55.1
270,2.00E+14,Gallatin High School,2.00E+14,Gallatin CUSD 7,Junction,Gallatin,HIGH SCHOOL,Non Chicago School,23.2,35
271,2.80E+14,Galva Jr-Sr High School,2.80E+14,Galva CUSD 224,Galva,Henry,HIGH SCHOOL,Non Chicago School,21,52.1
272,2.40E+14,Gardner-South Wilmington Twp H S,2.40E+14,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,HIGH SCHOOL,Non Chicago School,16.1,56.9
273,2.80E+14,Geneseo High School,2.80E+14,Geneseo CUSD 228,Geneseo,Henry,HIGH SCHOOL,Non Chicago School,11.5,64.6
274,3.10E+14,Geneva Community High School,3.10E+14,Geneva CUSD 304,Geneva,Kane,HIGH SCHOOL,Non Chicago School,2.6,70.9
275,1.60E+14,Genoa-Kingston High School,1.60E+14,Genoa Kingston CUSD 424,Genoa,Dekalb,HIGH SCHOOL,Non Chicago School,9.6,50
276,5.41E+14,Georgetown-Ridge Farm High School,5.41E+14,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,HIGH SCHOOL,Non Chicago School,21.2,47.1
277,9.03E+13,GCMS High School,9.03E+13,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,HIGH SCHOOL,Non Chicago School,16,69.1
278,4.01E+14,Gillespie High School,4.01E+14,Gillespie CUSD 7,Gillespie,Macoupin,HIGH SCHOOL,Non Chicago School,32.3,42.3
279,4.01E+14,Girard Jr/Sr High School,4.01E+14,Girard CUSD 3,Girard,Macoupin,HIGH SCHOOL,Non Chicago School,27.7,53.1
280,1.90E+14,Glenbard South High School,1.90E+14,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,Non Chicago School,3.8,79.7
281,1.90E+14,Glenbard West High School,1.90E+14,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,Non Chicago School,7.1,70.1
282,1.90E+14,Glenbard North High School,1.90E+14,Glenbard Twp HSD 87,Carol Stream,Dupage,HIGH SCHOOL,Non Chicago School,5,64
283,1.90E+14,Glenbard East High School,1.90E+14,Glenbard Twp HSD 87,Lombard,Dupage,HIGH SCHOOL,Non Chicago School,14.8,62.2
284,2.04E+13,Goreville High School,2.04E+13,Goreville CUD 1,Goreville,Johnson,HIGH SCHOOL,Non Chicago School,18.8,55.9
285,4.11E+14,Granite City High School,4.11E+14,Granite City CUSD 9,Granite City,Madison,HIGH SCHOOL,Non Chicago School,20,47.5
286,3.40E+14,Grant Community High School,3.40E+14,Grant CHSD 124,Fox Lake,Lake,HIGH SCHOOL,Non Chicago School,11.9,54.6
287,3.20E+14,Grant Park High School,3.20E+14,Grant Park CUSD 6,Grant Park,Kankakee,HIGH SCHOOL,Non Chicago School,10.2,45.8
288,3.40E+14,Grayslake Central High School,3.40E+14,Grayslake CHSD 127,Grayslake,Lake,HIGH SCHOOL,Non Chicago School,5.4,64.1
289,2.01E+14,Grayville Jr Sr High School,2.01E+14,Grayville CUSD 1,Grayville,White,HIGH SCHOOL,Non Chicago School,24.1,43.9
290,4.00E+14,Greenfield High School,4.00E+14,Greenfield CUSD 10,Greenfield,Greene,HIGH SCHOOL,Non Chicago School,15.2,59.7
291,3.81E+14,Greenview Jr/Sr High School,3.81E+14,Greenview CUSD 200,Greenview,Menard,HIGH SCHOOL,Non Chicago School,14.8,55.2
292,1.71E+14,GRIDLEY HIGH SCHOOL,1.71E+14,GRIDLEY C U SCH DIST 10,GRIDLEY,MCLEAN,HIGH SCHOOL,Non Chicago School,14.7,73.3
293,1.08E+13,Griggsville-Perry High School,1.08E+13,Griggsville-Perry CUSD 4,Griggsville,Pike,HIGH SCHOOL,Non Chicago School,38.3,42.9
294,2.80E+14,Hall High School,2.80E+14,Hall HSD 502,Spring Valley,Bureau,HIGH SCHOOL,Non Chicago School,13.8,44.6
295,2.60E+14,Hamilton Jr/Sr High Sch,2.60E+14,Hamilton CCSD 328,Hamilton,Hancock,HIGH SCHOOL,Non Chicago School,25.2,63.9
296,2.50E+14,Hamilton County Jr/Sr High School,2.50E+14,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,HIGH SCHOOL,Non Chicago School,27.7,60.9
297,2.00E+14,Hardin County High School,2.00E+14,Hardin County CUSD 1,Elizabethtown,Hardin,HIGH SCHOOL,Non Chicago School,49.2,35.5
298,4.10E+13,Harlem High School,4.10E+13,Harlem UD 122,Machesney Park,Winnebago,HIGH SCHOOL,Non Chicago School,19.7,51.3
299,2.01E+14,Harrisburg High School,2.01E+14,Harrisburg CUSD 3,Harrisburg,Saline,HIGH SCHOOL,Non Chicago School,22.9,56.2
300,3.81E+14,Hartsburg-Emden Jr-Sr High School,3.81E+14,Hartsburg Emden CUSD 21,Hartsburg,Logan,HIGH SCHOOL,Non Chicago School,30.8,67.1
301,4.41E+14,Harvard High School,4.41E+14,Harvard CUSD 50,Harvard,McHenry,HIGH SCHOOL,Non Chicago School,40.1,60.8
302,3.81E+14,Havana High School,3.81E+14,Havana CUSD 126,Havana,Mason,HIGH SCHOOL,Non Chicago School,26.7,59
303,4.31E+14,Henry-Senachwine High School,4.31E+14,Henry-Senachwine CUSD 5,Henry,Marshall,HIGH SCHOOL,Non Chicago School,24.6,58.1
304,9.01E+13,Heritage High School,9.01E+13,Heritage CUSD 8,Broadlands,Champaign,HIGH SCHOOL,Non Chicago School,11.9,61.1
305,2.11E+14,Herrin High School,2.11E+14,Herrin CUSD 4,Herrin,Williamson,HIGH SCHOOL,Non Chicago School,35.8,52.2
306,3.20E+14,Herscher High School,3.20E+14,Herscher CUSD 2,Herscher,Kankakee,HIGH SCHOOL,Non Chicago School,11.2,55.1
307,1.71E+14,Heyworth Jr-Sr High School,1.71E+14,Heyworth CUSD 4,Heyworth,McLean,HIGH SCHOOL,Non Chicago School,11.1,52.5
308,1.60E+14,Hiawatha High School,1.60E+14,Hiawatha CUSD 426,Kirkland,Dekalb,HIGH SCHOOL,Non Chicago School,9.5,55.5
309,4.11E+14,Highland High School,4.11E+14,Highland CUSD 5,Highland,Madison,HIGH SCHOOL,Non Chicago School,14.5,67.2
310,1.01E+14,Hillsboro High School,1.01E+14,Hillsboro CUSD 3,Hillsboro,Montgomery,HIGH SCHOOL,Non Chicago School,29.1,54.6
311,1.60E+14,Hinckley-Big Rock High School,1.60E+14,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,HIGH SCHOOL,Non Chicago School,3.2,60.5
312,1.90E+14,Hinsdale Central High School,1.90E+14,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,Non Chicago School,2.3,85
313,1.90E+14,Hinsdale South High School,1.90E+14,Hinsdale Twp HSD 86,Darien,Dupage,HIGH SCHOOL,Non Chicago School,11.1,69.1
314,7.02E+13,Homewood-Flossmoor High School,7.02E+13,Homewood Flossmoor CHSD 233,Flossmoor,Cook,HIGH SCHOOL,Non Chicago School,8.4,62.1
315,4.10E+13,Hononegah High School,4.10E+13,Hononegah CHD 207,Rockton,Winnebago,HIGH SCHOOL,Non Chicago School,7.5,73.7
316,5.41E+14,Hoopeston Area High School,5.41E+14,Hoopeston Area CUSD 11,Hoopeston,Vermilion,HIGH SCHOOL,Non Chicago School,36.8,52.9
317,1.20E+14,Hutsonville High School,1.20E+14,Hutsonville CUSD 1,Hutsonville,Crawford,HIGH SCHOOL,Non Chicago School,29,36.9
318,4.81E+14,Il Valley Central High School,4.81E+14,Il Valley Central USD 321,Chillicothe,Peoria,HIGH SCHOOL,Non Chicago School,14.6,62.7
319,4.81E+14,Illini Bluffs High School,4.81E+14,Illini Bluffs CUSD 327,Glasford,Peoria,HIGH SCHOOL,Non Chicago School,6.1,47
320,3.81E+14,Illini Central High School,3.81E+14,Illini Central CUSD 189,Mason City,Mason,HIGH SCHOOL,Non Chicago School,25,43
321,5.11E+14,ILLIOPOLIS HIGH SCHOOL,5.11E+14,ILLIOPOLIS C U SCHOOL DIST 12,ILLIOPOLIS,SANGAMON,HIGH SCHOOL,Non Chicago School,18.9,63.8
322,1.60E+14,Indian Creek High School,1.60E+14,Indian Creek CUSD 425,Shabbona,Dekalb,HIGH SCHOOL,Non Chicago School,9,55.9
323,1.90E+14,Neuqua Valley High School,1.90E+14,Indian Prairie CUSD 204,Naperville,Dupage,HIGH SCHOOL,Non Chicago School,0.9,76.1
324,1.90E+14,Waubonsie Valley High School,1.90E+14,Indian Prairie CUSD 204,Aurora,Dupage,HIGH SCHOOL,Non Chicago School,4.4,67.6
325,2.61E+14,INDUSTRY HIGH SCHOOL,2.61E+14,INDUSTRY C U SCH DIST 165,INDUSTRY,MCDONOUGH,HIGH SCHOOL,Non Chicago School,25.5,70
326,3.20E+14,Watseka Comm High School,3.20E+14,Iroquois County CUSD 9,Watseka,Iroquois,HIGH SCHOOL,Non Chicago School,29.5,56.6
327,3.20E+14,Iroquois West High School,3.20E+14,Iroquois West CUSD 10,Gilman,Iroquois,HIGH SCHOOL,Non Chicago School,31.8,47.9
328,6.02E+13,J Sterling Morton West High Sch,6.02E+13,J S Morton HSD 201,Berwyn,Cook,HIGH SCHOOL,Non Chicago School,45.4,41.4
329,6.02E+13,J Sterling Morton East High Sch,6.02E+13,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,Non Chicago School,63.8,29
330,4.61E+14,Jacksonville High School,4.61E+14,Jacksonville SD 117,Jacksonville,Morgan,HIGH SCHOOL,Non Chicago School,27.6,50.5
331,5.41E+14,Jamaica High School,5.41E+14,Jamaica CUSD 12,Sidell,Vermilion,HIGH SCHOOL,Non Chicago School,21.6,51.3
332,1.20E+14,Newton Comm High School,1.20E+14,Jasper County CUD 1,Newton,Jasper,HIGH SCHOOL,Non Chicago School,18,65.3
333,4.00E+14,Jersey Comm High School,4.00E+14,Jersey CUSD 100,Jerseyville,Jersey,HIGH SCHOOL,Non Chicago School,20.3,53.2
334,4.41E+14,Johnsburg High School,4.41E+14,Johnsburg CUSD 12,Johnsburg,McHenry,HIGH SCHOOL,Non Chicago School,6,58.9
335,2.11E+14,Johnston City High School,2.11E+14,Johnston City CUSD 1,Johnston City,Williamson,HIGH SCHOOL,Non Chicago School,33.5,54
336,5.61E+14,Joliet West High School,5.61E+14,Joliet Twp HSD 204,Joliet,Will,HIGH SCHOOL,Non Chicago School,37.5,45.6
337,5.61E+14,Joliet Central High School,5.61E+14,Joliet Twp HSD 204,Joliet,Will,HIGH SCHOOL,Non Chicago School,70.3,33.7
338,2.06E+13,Joppa Jr & Sr High School,2.06E+13,Joppa-Maple Grove UD 38,Joppa,Massac,HIGH SCHOOL,Non Chicago School,53.6,51.7
339,3.10E+14,Kaneland Senior High School,3.10E+14,Kaneland CUSD 302,Maple Park,Kane,HIGH SCHOOL,Non Chicago School,3.3,57.7
340,3.20E+14,Kankakee High School,3.20E+14,Kankakee SD 111,Kankakee,Kankakee,HIGH SCHOOL,Non Chicago School,67.7,31.7
341,1.10E+14,Kansas High School,1.10E+14,Kansas CUSD 3,Kansas,Edgar,HIGH SCHOOL,Non Chicago School,18.7,65.6
342,2.80E+14,Kewanee High School,2.80E+14,Kewanee CUSD 229,Kewanee,Henry,HIGH SCHOOL,Non Chicago School,29,56.8
343,3.30E+14,Knoxville Sr High School,3.30E+14,Knoxville CUSD 202,Knoxville,Knox,HIGH SCHOOL,Non Chicago School,20.3,58.7
344,2.60E+14,LA HARPE HIGH SCHOOL,2.60E+14,LA HARPE CUSD 335,LA HARPE,HANCOCK,HIGH SCHOOL,Non Chicago School,23.6,40.8
345,2.80E+14,La Moille High School,2.80E+14,La Moille CUSD 303,La Moille,Bureau,HIGH SCHOOL,Non Chicago School,18.1,24.5
346,3.51E+14,La Salle-Peru Twp High School,3.51E+14,La Salle-Peru Twp HSD 120,La Salle,La Salle,HIGH SCHOOL,Non Chicago School,16.1,64.7
347,3.40E+14,Lake Forest High School,3.40E+14,Lake Forest CHSD 115,Lake Forest,Lake,HIGH SCHOOL,Non Chicago School,0,84
348,1.90E+14,Lake Park High School,1.90E+14,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,Non Chicago School,4.5,66.4
349,3.40E+14,Lake Zurich High School,3.40E+14,Lake Zurich CUSD 95,Lake Zurich,Lake,HIGH SCHOOL,Non Chicago School,2.3,74.2
350,1.21E+14,Lawrenceville High School,1.21E+14,Lawrence County CUD 20,Lawrenceville,Lawrence,HIGH SCHOOL,Non Chicago School,24.9,54
351,5.01E+14,Lebanon High School,5.01E+14,Lebanon CUSD 9,Lebanon,Saint Clair,HIGH SCHOOL,Non Chicago School,19.2,63.9
352,3.51E+14,Leland High School,3.51E+14,Leland CUSD 1,Leland,La Salle,HIGH SCHOOL,Non Chicago School,6.7,45.8
353,7.02E+13,Lemont Twp High School,7.02E+13,Lemont Twp HSD 210,Lemont,Cook,HIGH SCHOOL,Non Chicago School,3.9,60.3
354,8.09E+13,Lena-Winslow High School,8.09E+13,Lena Winslow CUSD 202,Lena,Stephenson,HIGH SCHOOL,Non Chicago School,13.3,72.9
355,1.71E+14,LeRoy High School,1.71E+14,LeRoy CUSD 2,Le Roy,McLean,HIGH SCHOOL,Non Chicago School,9.9,49.8
356,2.20E+14,Lewistown High School,2.20E+14,Lewistown CUSD 97,Lewistown,Fulton,HIGH SCHOOL,Non Chicago School,19,46.9
357,1.71E+14,Lexington High School,1.71E+14,Lexington CUSD 7,Lexington,McLean,HIGH SCHOOL,Non Chicago School,10.4,66
358,6.02E+13,East Leyden High School,6.02E+13,Leyden CHSD 212,Franklin Park,Cook,HIGH SCHOOL,Non Chicago School,13.7,57.3
359,6.02E+13,West Leyden High School,6.02E+13,Leyden CHSD 212,Northlake,Cook,HIGH SCHOOL,Non Chicago School,13.3,51.9
360,1.00E+13,Liberty High School,1.00E+13,Liberty CUSD 2,Liberty,Adams,HIGH SCHOOL,Non Chicago School,16.8,60.8
361,4.81E+14,Limestone Community High School,4.81E+14,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,Non Chicago School,15.5,57.7
362,3.81E+14,Lincoln Comm High School,3.81E+14,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,Non Chicago School,17.2,53.4
363,5.61E+14,Lincoln-Way East High School,5.61E+14,Lincoln Way CHSD 210,Frankfort,Will,HIGH SCHOOL,Non Chicago School,2.6,73.8
364,5.61E+14,Lincoln-Way Central High School,5.61E+14,Lincoln Way CHSD 210,New Lenox,Will,HIGH SCHOOL,Non Chicago School,2.9,71.9
365,1.90E+14,Lisle High School,1.90E+14,Lisle CUSD 202,Lisle,Dupage,HIGH SCHOOL,Non Chicago School,9.8,70.7
366,1.01E+14,Litchfield Senior High School,1.01E+14,Litchfield CUSD 12,Litchfield,Montgomery,HIGH SCHOOL,Non Chicago School,20.7,67
367,4.11E+14,LIVINGSTON HIGH SCHOOL,4.11E+14,LIVINGSTON C C SCHOOL DIST 4,LIVINGSTON,MADISON,HIGH SCHOOL,Non Chicago School,44.6,26.7
368,5.61E+14,Lockport Township High Sch East,5.61E+14,Lockport Twp HSD 205,Lockport,Will,HIGH SCHOOL,Non Chicago School,7,62.7
369,1.11E+14,Lovington High School,1.11E+14,Lovington CUSD 303,Lovington,Moultrie,HIGH SCHOOL,Non Chicago School,24.5,36.9
370,4.31E+14,Lowpoint-Washburn Jr Sr High Sch,4.31E+14,Lowpoint-Washburn CUSD 21,Washburn,Woodford,HIGH SCHOOL,Non Chicago School,25.4,69.8
371,6.02E+13,Lyons Twp High Sch,6.02E+13,Lyons Twp HSD 204,La Grange,Cook,HIGH SCHOOL,Non Chicago School,2.6,74.2
372,2.61E+14,Macomb Senior High School,2.61E+14,Macomb CUSD 185,Macomb,McDonough,HIGH SCHOOL,Non Chicago School,25.8,62.6
373,4.11E+14,Madison Senior High School,4.11E+14,Madison CUSD 12,Madison,Madison,HIGH SCHOOL,Non Chicago School,90,12.4
374,9.01E+13,Mahomet-Seymour High School,9.01E+13,Mahomet-Seymour CUSD 3,Mahomet,Champaign,HIGH SCHOOL,Non Chicago School,4,75.9
375,5.02E+13,Maine South High School,5.02E+13,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,Non Chicago School,3,80.1
376,5.02E+13,Maine East High School,5.02E+13,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,Non Chicago School,27.7,61.1
377,5.02E+13,Maine West High School,5.02E+13,Maine Township HSD 207,Des Plaines,Cook,HIGH SCHOOL,Non Chicago School,14.9,64
378,3.20E+14,Manteno High School,3.20E+14,Manteno CUSD 5,Manteno,Kankakee,HIGH SCHOOL,Non Chicago School,5.9,63.5
379,4.41E+14,Marengo High School,4.41E+14,Marengo CHSD 154,Marengo,McHenry,HIGH SCHOOL,Non Chicago School,7,51.8
380,2.11E+14,Marion High School,2.11E+14,Marion CUSD 2,Marion,Williamson,HIGH SCHOOL,Non Chicago School,20.4,51.1
381,5.01E+14,Marissa Jr & Sr High School,5.01E+14,Marissa CUSD 40,Marissa,Saint Clair,HIGH SCHOOL,Non Chicago School,32.4,49.6
382,3.91E+14,Maroa-Forsyth Senior High Sch,3.91E+14,Maroa Forsyth CUSD 2,Maroa,Macon,HIGH SCHOOL,Non Chicago School,3.5,75.1
383,11012002C260001,Marshall High School,11012002C260000,Marshall CUSD 2C,Marshall,Clark,HIGH SCHOOL,Non Chicago School,12.1,51
384,11012003C260001,Martinsville Jr- Sr High School,11012003C260000,Martinsville CUSD 3C,Martinsville,Clark,HIGH SCHOOL,Non Chicago School,24,54.5
385,5.01E+14,Mascoutah High School,5.01E+14,Mascoutah CUD 19,Mascoutah,Saint Clair,HIGH SCHOOL,Non Chicago School,9,60.8
386,2.06E+13,Massac County High School,2.06E+13,Massac UD 1,Metropolis,Massac,HIGH SCHOOL,Non Chicago School,38.1,48.9
387,1.10E+14,Mattoon High School,1.10E+14,Mattoon CUSD 2,Mattoon,Coles,HIGH SCHOOL,Non Chicago School,20.3,59.7
388,4.41E+14,McHenry High School-West Campus,4.41E+14,McHenry CHSD 156,McHenry,McHenry,HIGH SCHOOL,Non Chicago School,1.9,56.9
389,4.41E+14,McHenryEast High School,4.41E+14,McHenry CHSD 156,McHenry,McHenry,HIGH SCHOOL,Non Chicago School,3.7,61.3
390,1.71E+14,Normal Community High School,1.71E+14,McLean County USD 5,Normal,McLean,HIGH SCHOOL,Non Chicago School,14.3,71.6
391,1.71E+14,Normal Community West High School,1.71E+14,McLean County USD 5,Normal,McLean,HIGH SCHOOL,Non Chicago School,15.2,64.1
392,3.51E+14,Mendota Twp High School,3.51E+14,Mendota Twp HSD 280,Mendota,La Salle,HIGH SCHOOL,Non Chicago School,20.3,62.3
393,4.61E+14,Meredosia-Chambersburg High Sch,4.61E+14,Meredosia-Chambersburg CUSD 11,Meredosia,Morgan,HIGH SCHOOL,Non Chicago School,20.2,40
394,2.08E+13,Meridian High School,2.08E+13,Meridian CUSD 101,Mounds,Pulaski,HIGH SCHOOL,Non Chicago School,71,15.6
395,3.91E+14,Meridian High School,3.91E+14,Meridian CUSD 15,Macon,Macon,HIGH SCHOOL,Non Chicago School,13,62.7
396,4.71E+14,Stillman Valley High School,4.71E+14,Meridian CUSD 223,Stillman Valley,Ogle,HIGH SCHOOL,Non Chicago School,5.6,54.6
397,4.31E+14,Midland High School,4.31E+14,Midland CUSD 7,Varna,Marshall,HIGH SCHOOL,Non Chicago School,13.5,54.9
398,3.81E+14,Midwest Central High School,3.81E+14,Midwest Central CUSD 191,Manito,Mason,HIGH SCHOOL,Non Chicago School,28.5,64.1
399,3.20E+14,Milford High School,3.20E+14,Milford Twp HSD 233,Milford,Iroquois,HIGH SCHOOL,Non Chicago School,32,43
400,2.40E+14,Minooka Community High School,2.40E+14,Minooka CHSD 111,Minooka,Grundy,HIGH SCHOOL,Non Chicago School,3.1,60.9
401,4.91E+14,Moline Sr High School,4.91E+14,Moline USD 40,Moline,Rock Island,HIGH SCHOOL,Non Chicago School,20.9,53.8
402,3.20E+14,Momence High School,3.20E+14,Momence CUSD 1,Momence,Kankakee,HIGH SCHOOL,Non Chicago School,50.9,55.9
